ensembl_gene_id	description	hgnc_symbol	hgnc_id	uniprotswissprot	chromosome_name	start_position	end_position	strand
ENSG00000079689	"secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:16941]"	SCGN	16941	O76038	6	25652464	25702011	1
ENSG00000079691	"leucine rich repeat containing 16A [Source:HGNC Symbol;Acc:21581]"	LRRC16A	21581	Q5VZK9	6	25279306	25620758	1
ENSG00000079739	"phosphoglucomutase 1 [Source:HGNC Symbol;Acc:8905]"	PGM1	8905	P36871	1	64058947	64125916	1
ENSG00000079785	"DEAD (Asp-Glu-Ala-Asp) box helicase 1 [Source:HGNC Symbol;Acc:2734]"	DDX1	2734	Q92499	2	15731302	15771235	1
ENSG00000079805	"dynamin 2 [Source:HGNC Symbol;Acc:2974]"	DNM2	2974	P50570	19	10828755	10944164	1
ENSG00000079819	"erythrocyte membrane protein band 4.1-like 2 [Source:HGNC Symbol;Acc:3379]"	EPB41L2	3379		6	131160487	131384462	-1
ENSG00000079841	"regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:17282]"	RIMS1	17282	Q86UR5	6	72596406	73112845	1
ENSG00000079931	"monooxygenase, DBH-like 1 [Source:HGNC Symbol;Acc:21063]"	MOXD1	21063	Q6UVY6	6	132617194	132722684	-1
ENSG00000079950	"syntaxin 7 [Source:HGNC Symbol;Acc:11442]"	STX7	11442	O15400	6	132767006	132834337	-1
ENSG00000079974	"RAB, member of RAS oncogene family-like 2B [Source:HGNC Symbol;Acc:9800]"	RABL2B	9800	Q9UNT1	22	51205929	51222091	-1
ENSG00000079999	"kelch-like ECH-associated protein 1 [Source:HGNC Symbol;Acc:23177]"	KEAP1	23177	Q14145	19	10596796	10614417	-1
ENSG00000080007	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:HGNC Symbol;Acc:18677]"	DDX43	18677	Q9NXZ2	6	74104471	74127292	1
ENSG00000080031	"protein tyrosine phosphatase, receptor type, H [Source:HGNC Symbol;Acc:9672]"	PTPRH	9672	Q9HD43	19	55692616	55720874	-1
ENSG00000080166	"dopachrome tautomerase [Source:HGNC Symbol;Acc:2709]"	DCT	2709	P40126	13	95089558	95131936	-1
ENSG00000080189	"solute carrier family 35 (GDP-fucose transporter), member C2 [Source:HGNC Symbol;Acc:17117]"	SLC35C2	17117	Q9NQQ7	20	44978167	44993043	-1
ENSG00000080200	"beta-gamma crystallin domain containing 3 [Source:HGNC Symbol;Acc:34427]"	CRYBG3	34427	Q68DQ2	3	97595819	97663810	1
ENSG00000080224	"EPH receptor A6 [Source:HGNC Symbol;Acc:19296]"	EPHA6	19296		3	96533425	97471304	1
ENSG00000080293	"secretin receptor [Source:HGNC Symbol;Acc:10608]"	SCTR	10608	P47872	2	120197419	120282070	-1
ENSG00000080298	"regulatory factor X, 3 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9984]"	RFX3	9984	P48380	9	3218297	3526004	-1
ENSG00000080345	"RAP1 interacting factor homolog (yeast) [Source:HGNC Symbol;Acc:23207]"	RIF1	23207	Q5UIP0	2	152266397	152364527	1
ENSG00000080371	"RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:18263]"	RAB21	18263	Q9UL25	12	72148654	72184699	1
ENSG00000080493	"solute carrier family 4 (sodium bicarbonate cotransporter), member 4 [Source:HGNC Symbol;Acc:11030]"	SLC4A4	11030	Q9Y6R1	4	72053003	72437804	1
ENSG00000080503	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:11098]"	SMARCA2	11098		9	2015342	2193624	1
ENSG00000080511	"retinol dehydrogenase 8 (all-trans) [Source:HGNC Symbol;Acc:14423]"	RDH8	14423		19	10123925	10132955	1
ENSG00000080546	"sestrin 1 [Source:HGNC Symbol;Acc:21595]"	SESN1	21595	Q9Y6P5	6	109307640	109416022	-1
ENSG00000080561	"midline 2 [Source:HGNC Symbol;Acc:7096]"	MID2	7096		X	107068985	107170423	1
ENSG00000080572	"PIH1 domain containing 3 [Source:HGNC Symbol;Acc:28570]"	PIH1D3	28570	Q9NQM4	X	106449862	106487473	1
ENSG00000080573	"collagen, type V, alpha 3 [Source:HGNC Symbol;Acc:14864]"	COL5A3	14864	P25940	19	10070237	10121147	-1
ENSG00000080603	"Snf2-related CREBBP activator protein [Source:HGNC Symbol;Acc:16974]"	SRCAP	16974		16	30709530	30755602	1
ENSG00000080608	"KIAA0020 [Source:HGNC Symbol;Acc:29676]"	KIAA0020	29676		9	2720469	2844241	-1
ENSG00000080618	"carboxypeptidase B2 (plasma) [Source:HGNC Symbol;Acc:2300]"	CPB2	2300	Q96IY4	13	46627321	46679211	-1
ENSG00000080644	"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]"	CHRNA3	1957	P32297	15	78885394	78913637	-1
ENSG00000080709	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:HGNC Symbol;Acc:6291]"	KCNN2	6291	Q9H2S1	5	113696642	113832337	1
ENSG00000080802	"CCR4-NOT transcription complex, subunit 4 [Source:HGNC Symbol;Acc:7880]"	CNOT4	7880	O95628	7	135046547	135194875	-1
ENSG00000080815	"presenilin 1 [Source:HGNC Symbol;Acc:9508]"	PSEN1	9508		14	73603126	73690399	1
ENSG00000080819	"coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:2321]"	CPOX	2321		3	98239976	98312567	-1
ENSG00000080822	"claudin domain containing 1 [Source:HGNC Symbol;Acc:1322]"	CLDND1	1322		3	98216756	98241910	-1
ENSG00000080823	"MOK protein kinase [Source:HGNC Symbol;Acc:9833]"	MOK	9833		14	102690837	102771537	-1
ENSG00000080824	"heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:5253]"	HSP90AA1	5253	P07900	14	102547075	102606036	-1
ENSG00000080839	"retinoblastoma-like 1 (p107) [Source:HGNC Symbol;Acc:9893]"	RBL1	9893	P28749	20	35624752	35724398	-1
ENSG00000080845	"discs, large (Drosophila) homolog-associated protein 4 [Source:HGNC Symbol;Acc:24476]"	DLGAP4	24476	Q9Y2H0	20	34894258	35157040	1
ENSG00000080854	"immunoglobulin superfamily, member 9B [Source:HGNC Symbol;Acc:32326]"	IGSF9B	32326		11	133778459	133826880	-1
ENSG00000080910	"complement factor H-related 2 [Source:HGNC Symbol;Acc:4890]"	CFHR2	4890		1	196788898	196928356	1
ENSG00000080947	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000080986	"NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:16909]"	NDC80	16909	O14777	18	2571510	2616634	1
ENSG00000081014	"adaptor-related protein complex 4, epsilon 1 subunit [Source:HGNC Symbol;Acc:573]"	AP4E1	573		15	51200869	51298097	1
ENSG00000081019	"round spermatid basic protein 1 [Source:HGNC Symbol;Acc:25642]"	RSBN1	25642	Q5VWQ0	1	114304454	114355098	-1
ENSG00000081026	"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:29647]"	MAGI3	29647	Q5TCQ9	1	113933371	114228545	1
ENSG00000081041	"chemokine (C-X-C motif) ligand 2 [Source:HGNC Symbol;Acc:4603]"	CXCL2	4603	P19875	4	74962752	74965010	-1
ENSG00000081051	"alpha-fetoprotein [Source:HGNC Symbol;Acc:317]"	AFP	317	P02771	4	74296855	74321891	1
ENSG00000081052	"collagen, type IV, alpha 4 [Source:HGNC Symbol;Acc:2206]"	COL4A4	2206	P53420	2	227867427	228028829	-1
ENSG00000081059	"transcription factor 7 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:11639]"	TCF7	11639	P36402	5	133450402	133487556	1
ENSG00000081087	"osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:21652]"	OSTM1	21652	Q86WC4	6	108362613	108487058	-1
ENSG00000081138	"cadherin 7, type 2 [Source:HGNC Symbol;Acc:1766]"	CDH7	1766	Q9ULB5	18	63417488	63548638	1
ENSG00000081148	"interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:18362]"	IMPG2	18362	Q9BZV3	3	100941390	101039404	-1
ENSG00000081154	"PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:30023]"	PCNP	30023	Q8WW12	3	101292939	101313281	1
ENSG00000081177	"exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:20217]"	EXD2	20217	Q9NVH0	14	69658228	69709075	1
ENSG00000081181	"arginase 2 [Source:HGNC Symbol;Acc:664]"	ARG2	664	P78540	14	68086515	68118437	1
ENSG00000081189	"myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:6996]"	MEF2C	6996	Q06413	5	88013975	88199922	-1
ENSG00000081237	"protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]"	PTPRC	9666		1	198607801	198726545	1
ENSG00000081248	"calcium channel, voltage-dependent, L type, alpha 1S subunit [Source:HGNC Symbol;Acc:1397]"	CACNA1S	1397		1	201008642	201081694	-1
ENSG00000081277	"plakophilin 1 (ectodermal dysplasia/skin fragility syndrome) [Source:HGNC Symbol;Acc:9023]"	PKP1	9023	Q13835	1	201252580	201302121	1
ENSG00000081307	"ubiquitin-like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:23230]"	UBA5	23230	Q9GZZ9	3	132373290	132396941	1
ENSG00000081320	"serine/threonine kinase 17b [Source:HGNC Symbol;Acc:11396]"	STK17B	11396	O94768	2	196998290	197041227	-1
ENSG00000081377	"cell division cycle 14B [Source:HGNC Symbol;Acc:1719]"	CDC14B	1719	O60729	9	99252523	99382112	-1
ENSG00000081386	"zinc finger protein 510 [Source:HGNC Symbol;Acc:29161]"	ZNF510	29161	Q9Y2H8	9	99518147	99540411	-1
ENSG00000081479	"low density lipoprotein receptor-related protein 2 [Source:HGNC Symbol;Acc:6694]"	LRP2	6694	P98164	2	169983619	170219195	-1
ENSG00000081665	"zinc finger protein 506 [Source:HGNC Symbol;Acc:23780]"	ZNF506	23780	Q5JVG8	19	19896648	19932560	-1
ENSG00000081692	"jumonji domain containing 4 [Source:HGNC Symbol;Acc:25724]"	JMJD4	25724	Q9H9V9	1	227918126	227923112	-1
ENSG00000081721	"dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:3067]"	DUSP12	3067		1	161719548	161727028	1
ENSG00000081760	"acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:21298]"	AACS	21298	Q86V21	12	125549925	125627873	1
ENSG00000081791	"KIAA0141 [Source:HGNC Symbol;Acc:28969]"	KIAA0141	28969	Q14154	5	141303373	141321612	1
ENSG00000081800	"solute carrier family 13 (sodium/sulfate symporter), member 1 [Source:HGNC Symbol;Acc:10916]"	SLC13A1	10916	Q9BZW2	7	122753585	122840040	-1
ENSG00000081803	"Ca++-dependent secretion activator 2 [Source:HGNC Symbol;Acc:16018]"	CADPS2	16018		7	121958481	122526813	-1
ENSG00000081818	"protocadherin beta 4 [Source:HGNC Symbol;Acc:8689]"	PCDHB4	8689	Q9Y5E5	5	140501581	140505201	1
ENSG00000081842	"protocadherin alpha 6 [Source:HGNC Symbol;Acc:8672]"	PCDHA6	8672	Q9UN73	5	140207563	140391929	1
ENSG00000081853	"protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:8700]"	PCDHGA2	8700	Q9Y5H1	5	140718539	140892546	1
ENSG00000081870	"heat shock protein family B (small), member 11 [Source:HGNC Symbol;Acc:25019]"	HSPB11	25019		1	54382247	54411602	-1
ENSG00000081913	"PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:20610]"	PHLPP1	20610	O60346	18	60382672	60647666	1
ENSG00000081923	"ATPase, aminophospholipid transporter, class I, type 8B, member 1 [Source:HGNC Symbol;Acc:3706]"	ATP8B1	3706	O43520	18	55313658	55470333	-1
ENSG00000081985	"interleukin 12 receptor, beta 2 [Source:HGNC Symbol;Acc:5972]"	IL12RB2	5972	Q99665	1	67773047	67862583	1
ENSG00000082014	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:11108]"	SMARCD3	11108	Q6STE5	7	150935850	150974982	-1
ENSG00000082068	"WD repeat domain 70 [Source:HGNC Symbol;Acc:25495]"	WDR70	25495	Q9NW82	5	37379314	37753537	1
ENSG00000082074	"FYN binding protein [Source:HGNC Symbol;Acc:4036]"	FYB	4036	O15117	5	39105338	39274630	-1
ENSG00000082126	"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:HGNC Symbol;Acc:13680]"	MPP4	13680	Q96JB8	2	202509593	202563417	-1
ENSG00000082146	"STE20-related kinase adaptor beta [Source:HGNC Symbol;Acc:13205]"	STRADB	13205		2	202252581	202345569	1
ENSG00000082153	"basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:18380]"	BZW1	18380		2	201675317	201688569	1
ENSG00000082175	"progesterone receptor [Source:HGNC Symbol;Acc:8910]"	PGR	8910	P06401	11	100900355	101001255	-1
ENSG00000082196	"C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]"	C1QTNF3	14326	Q9BXJ4	5	34019553	34043937	-1
ENSG00000082212	"malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:HGNC Symbol;Acc:6984]"	ME2	6984	P23368	18	48405419	48474691	1
ENSG00000082213	"chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:25639]"	C5orf22	25639	Q49AR2	5	31532373	31555165	1
ENSG00000082258	"cyclin T2 [Source:HGNC Symbol;Acc:1600]"	CCNT2	1600		2	135675805	135716912	1
ENSG00000082269	"family with sequence similarity 135, member A [Source:HGNC Symbol;Acc:21084]"	FAM135A	21084	Q9P2D6	6	71122644	71270877	1
ENSG00000082293	"collagen, type XIX, alpha 1 [Source:HGNC Symbol;Acc:2196]"	COL19A1	2196	Q14993	6	70576463	70919679	1
ENSG00000082397	"erythrocyte membrane protein band 4.1-like 3 [Source:HGNC Symbol;Acc:3380]"	EPB41L3	3380	Q9Y2J2	18	5392383	5630699	-1
ENSG00000082438	"cordon-bleu WH2 repeat protein-like 1 [Source:HGNC Symbol;Acc:23571]"	COBLL1	23571	Q53SF7	2	165510134	165700189	-1
ENSG00000082458	"discs, large homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:2902]"	DLG3	2902		X	69664711	69725337	1
ENSG00000082482	"potassium channel, subfamily K, member 2 [Source:HGNC Symbol;Acc:6277]"	KCNK2	6277		1	215179118	215410436	1
ENSG00000082497	"SERTA domain containing 4 [Source:HGNC Symbol;Acc:25236]"	SERTAD4	25236	Q9NUC0	1	210406144	210419976	1
ENSG00000082512	"TNF receptor-associated factor 5 [Source:HGNC Symbol;Acc:12035]"	TRAF5	12035	O00463	1	211499957	211548288	1
ENSG00000082515	"mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:14480]"	MRPL22	14480	Q9NWU5	5	154320630	154348971	1
ENSG00000082516	"gem (nuclear organelle) associated protein 5 [Source:HGNC Symbol;Acc:20043]"	GEMIN5	20043	Q8TEQ6	5	154266976	154317769	-1
ENSG00000082556	"opioid receptor, kappa 1 [Source:HGNC Symbol;Acc:8154]"	OPRK1	8154	P41145	8	54138284	54164257	-1
ENSG00000082641	"nuclear factor, erythroid 2-like 1 [Source:HGNC Symbol;Acc:7781]"	NFE2L1	7781		17	46125691	46138849	1
ENSG00000082684	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:HGNC Symbol;Acc:10737]"	SEMA5B	10737		3	122628041	122747452	-1
ENSG00000082701	"glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:4617]"	GSK3B	4617	P49841	3	119540170	119813264	-1
ENSG00000082781	"integrin, beta 5 [Source:HGNC Symbol;Acc:6160]"	ITGB5	6160	P18084	3	124480795	124620265	-1
ENSG00000082805	"ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:17072]"	ERC1	17072		12	1099675	1605099	1
ENSG00000082898	"exportin 1 (CRM1 homolog, yeast) [Source:HGNC Symbol;Acc:12825]"	XPO1	12825	O14980	2	61704984	61765761	-1
ENSG00000082929	"chromosome 4 open reading frame 6 [Source:HGNC Symbol;Acc:13716]"	C4orf6	13716	Q99440	4	5526296	5529528	1
ENSG00000082996	"ring finger protein 13 [Source:HGNC Symbol;Acc:10057]"	RNF13	10057	O43567	3	149530495	149679926	1
ENSG00000083067	"transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]"	TRPM3	17992	Q9HCF6	9	73143979	74061820	-1
ENSG00000083093	"partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:26144]"	PALB2	26144		16	23614488	23652631	-1
ENSG00000083097	"dopey family member 1 [Source:HGNC Symbol;Acc:21194]"	DOPEY1	21194	Q5JWR5	6	83777385	83881069	1
ENSG00000083099	"LYR motif containing 2 [Source:HGNC Symbol;Acc:25229]"	LYRM2	25229		6	90277863	90348472	-1
ENSG00000083123	"branched chain keto acid dehydrogenase E1, beta polypeptide [Source:HGNC Symbol;Acc:987]"	BCKDHB	987		6	80816364	81055987	1
ENSG00000083168	"K(lysine) acetyltransferase 6A [Source:HGNC Symbol;Acc:13013]"	KAT6A	13013	Q92794	8	41786997	41909508	-1
ENSG00000083223	"zinc finger, CCHC domain containing 6 [Source:HGNC Symbol;Acc:25817]"	ZCCHC6	25817		9	88902648	88969369	-1
ENSG00000083290	"unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:13480]"	ULK2	13480	Q8IYT8	17	19674142	19771249	-1
ENSG00000083307	"grainyhead-like 2 (Drosophila) [Source:HGNC Symbol;Acc:2799]"	GRHL2	2799	Q6ISB3	8	102504660	102681954	1
ENSG00000083312	"transportin 1 [Source:HGNC Symbol;Acc:6401]"	TNPO1	6401	Q92973	5	72112139	72212560	1
ENSG00000083444	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:9081]"	PLOD1	9081		1	11994262	12035595	1
ENSG00000083454	"purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]"	P2RX5	8536		17	3575493	3599698	-1
ENSG00000083457	"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:6147]"	ITGAE	6147	P38570	17	3617922	3704537	-1
ENSG00000083520	"DIS3 mitotic control homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20604]"	DIS3	20604	Q9Y2L1	13	73329540	73356234	-1
ENSG00000083535	"progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:23352]"	PIBF1	23352	Q8WXW3	13	73356197	73590591	1
ENSG00000083544	"tudor domain containing 3 [Source:HGNC Symbol;Acc:20612]"	TDRD3	20612		13	60970591	61148012	1
ENSG00000083622	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000083635	"nuclear fragile X mental retardation protein interacting protein 1 [Source:HGNC Symbol;Acc:8057]"	NUFIP1	8057	Q9UHK0	13	45513384	45563618	-1
ENSG00000083642	"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:20418]"	PDS5B	20418	Q9NTI5	13	33160564	33352157	1
ENSG00000083720	"3-oxoacid CoA transferase 1 [Source:HGNC Symbol;Acc:8527]"	OXCT1	8527	P55809	5	41730167	41870621	-1
ENSG00000083750	"Ras-related GTP binding B [Source:HGNC Symbol;Acc:19901]"	RRAGB	19901	Q5VZM2	X	55744172	55785207	1
ENSG00000083782	"epiphycan [Source:HGNC Symbol;Acc:3053]"	EPYC	3053	Q99645	12	91357456	91398803	-1
ENSG00000083799	"cylindromatosis (turban tumor syndrome) [Source:HGNC Symbol;Acc:2584]"	CYLD	2584		16	50775961	50835846	1
ENSG00000083807	"solute carrier family 27 (fatty acid transporter), member 5 [Source:HGNC Symbol;Acc:10999]"	SLC27A5	10999		19	58990879	59023780	-1
ENSG00000083812	"zinc finger protein 324 [Source:HGNC Symbol;Acc:14096]"	ZNF324	14096	O75467	19	58978423	58984945	1
ENSG00000083814	"zinc finger protein 671 [Source:HGNC Symbol;Acc:26279]"	ZNF671	26279		19	58231119	58238992	-1
ENSG00000083817	"zinc finger protein 416 [Source:HGNC Symbol;Acc:20645]"	ZNF416	20645	Q9BWM5	19	58082934	58090295	-1
ENSG00000083828	"zinc finger protein 586 [Source:HGNC Symbol;Acc:25949]"	ZNF586	25949	Q9NXT0	19	58281023	58331307	1
ENSG00000083838	"zinc finger protein 446 [Source:HGNC Symbol;Acc:21036]"	ZNF446	21036		19	58985384	58992597	1
ENSG00000083844	"zinc finger protein 264 [Source:HGNC Symbol;Acc:13057]"	ZNF264	13057	O43296	19	57702868	57724724	1
ENSG00000083845	"ribosomal protein S5 [Source:HGNC Symbol;Acc:10426]"	RPS5	10426	P46782	19	58897767	58906173	1
ENSG00000083857	"FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:3595]"	FAT1	3595	Q14517	4	187508937	187647876	-1
ENSG00000083896	"YTH domain containing 1 [Source:HGNC Symbol;Acc:30626]"	YTHDC1	30626	Q96MU7	4	69176105	69215807	-1
ENSG00000083937	"charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:24537]"	CHMP2B	24537	Q9UQN3	3	87276421	87304698	1
ENSG00000084070	"small ArfGAP2 [Source:HGNC Symbol;Acc:25082]"	SMAP2	25082		1	40810522	40888998	1
ENSG00000084072	"peptidylprolyl isomerase E (cyclophilin E) [Source:HGNC Symbol;Acc:9258]"	PPIE	9258		1	40157854	40229586	1
ENSG00000084073	"zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:12877]"	ZMPSTE24	12877	O75844	1	40723779	40759856	1
ENSG00000084090	"StAR-related lipid transfer (START) domain containing 7 [Source:HGNC Symbol;Acc:18063]"	STARD7	18063	Q9NQZ5	2	96850597	96874563	-1
ENSG00000084092	"nitric oxide associated 1 [Source:HGNC Symbol;Acc:28473]"	NOA1	28473	Q8NC60	4	57829536	57844989	-1
ENSG00000084093	"RE1-silencing transcription factor [Source:HGNC Symbol;Acc:9966]"	REST	9966	Q13127	4	57774075	57802010	1
ENSG00000084110	"histidine ammonia-lyase [Source:HGNC Symbol;Acc:4806]"	HAL	4806	P42357	12	96366440	96390143	-1
ENSG00000084112	"slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:30579]"	SSH1	30579	Q8WYL5	12	109176466	109251366	-1
ENSG00000084207	"glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:4638]"	GSTP1	4638	P09211	11	67351066	67354131	1
ENSG00000084234	"amyloid beta (A4) precursor-like protein 2 [Source:HGNC Symbol;Acc:598]"	APLP2	598		11	129939732	130014699	1
ENSG00000084444	"KIAA1467 [Source:HGNC Symbol;Acc:29288]"	KIAA1467	29288	A2RU67	12	13197218	13295455	1
ENSG00000084453	"solute carrier organic anion transporter family, member 1A2 [Source:HGNC Symbol;Acc:10956]"	SLCO1A2	10956	P46721	12	21417534	21572528	-1
ENSG00000084463	"WW domain binding protein 11 [Source:HGNC Symbol;Acc:16461]"	WBP11	16461	Q9Y2W2	12	14939410	14956474	-1
ENSG00000084623	"eukaryotic translation initiation factor 3, subunit I [Source:HGNC Symbol;Acc:3272]"	EIF3I	3272		1	32687529	32697205	1
ENSG00000084628	"Na+/K+ transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:25743]"	NKAIN1	25743	Q4KMZ8	1	31652592	31712401	-1
ENSG00000084636	"collagen, type XVI, alpha 1 [Source:HGNC Symbol;Acc:2193]"	COL16A1	2193	Q07092	1	32117848	32169920	-1
ENSG00000084652	"taxilin alpha [Source:HGNC Symbol;Acc:30685]"	TXLNA	30685	P40222	1	32645287	32663886	1
ENSG00000084674	"apolipoprotein B [Source:HGNC Symbol;Acc:603]"	APOB	603	P04114	2	21224301	21266945	-1
ENSG00000084676	"nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:7668]"	NCOA1	7668	Q15788	2	24714783	24993571	1
ENSG00000084693	"ATP/GTP binding protein-like 5 [Source:HGNC Symbol;Acc:26147]"	AGBL5	26147		2	27265232	27293490	1
ENSG00000084710	"EFR3 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:29155]"	EFR3B	29155	Q9Y2G0	2	25264999	25378243	1
ENSG00000084731	"kinesin family member 3C [Source:HGNC Symbol;Acc:6321]"	KIF3C	6321	O14782	2	26149471	26205618	-1
ENSG00000084733	"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:9759]"	RAB10	9759	P61026	2	26256976	26360323	1
ENSG00000084734	"glucokinase (hexokinase 4) regulator [Source:HGNC Symbol;Acc:4196]"	GCKR	4196	Q14397	2	27719709	27746554	1
ENSG00000084754	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:4801]"	HADHA	4801	P40939	2	26413504	26467594	-1
ENSG00000084764	"microtubule-associated protein, RP/EB family, member 3 [Source:HGNC Symbol;Acc:6892]"	MAPRE3	6892	Q9UPY8	2	27193480	27250064	1
ENSG00000084774	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:1424]"	CAD	1424	P27708	2	27440258	27466811	1
ENSG00000085063	"CD59 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:1689]"	CD59	1689		11	33719807	33757991	-1
ENSG00000085117	"CD82 molecule [Source:HGNC Symbol;Acc:6210]"	CD82	6210		11	44585977	44641913	1
ENSG00000085185	"BCL6 corepressor-like 1 [Source:HGNC Symbol;Acc:25657]"	BCORL1	25657		X	129115083	129192058	1
ENSG00000085224	"alpha thalassemia/mental retardation syndrome X-linked [Source:HGNC Symbol;Acc:886]"	ATRX	886	P46100	X	76760356	77041702	-1
ENSG00000085231	"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa [Source:HGNC Symbol;Acc:11542]"	TAF9	11542	Q9Y3D8	5	68646811	68665840	-1
ENSG00000085265	"ficolin (collagen/fibrinogen domain containing) 1 [Source:HGNC Symbol;Acc:3623]"	FCN1	3623	O00602	9	137801431	137809809	-1
ENSG00000085274	"myoneurin [Source:HGNC Symbol;Acc:14955]"	MYNN	14955	Q9NPC7	3	169490619	169507504	1
ENSG00000085276	"MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:3498]"	MECOM	3498	Q03112	3	168801287	169381406	-1
ENSG00000085365	"secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:10563]"	SCAMP1	10563	NA	5	77656339	77776562	1
ENSG00000085377	"prolyl endopeptidase [Source:HGNC Symbol;Acc:9358]"	PREP	9358	P48147	6	105725440	105850959	-1
ENSG00000085382	"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21033]"	HACE1	21033	Q8IYU2	6	105175968	105307794	-1
ENSG00000085415	"SEH1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:30379]"	SEH1L	30379		18	12947132	12987535	1
ENSG00000085433	"WD repeat domain 47 [Source:HGNC Symbol;Acc:29141]"	WDR47	29141	O94967	1	109512836	109584850	-1
ENSG00000085449	"WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20451]"	WDFY1	20451	Q8IWB7	2	224720433	224810104	-1
ENSG00000085465	"oviductal glycoprotein 1, 120kDa [Source:HGNC Symbol;Acc:8524]"	OVGP1	8524	Q12889	1	111956936	111970399	-1
